1,1,What do you think is the hardest part of what I do for a living?
1,1,What reality show do you think I'm most likely to binge watch? Explain.
1,1,What's the first thing you noticed about me?
1,1,If Myspace was still a thing what would my profile song be?
1,1,If you were to buy me a present/ knowing nothing about me other than what I look like/ what would it be?
1,1,On a scale of 1-10/ how messy do you think my car is? 1 being the cleanest 10 complete disaster/ explain.
1,1,Do you think plants thrive or die in my care? Explain.
1,1,Do I look kind? Explain.
1,1,Do I seem like more of a creative or analytical type? Explain.
1,1,Do I seem like someone who would get a name tattooed on myself? Why or why not?
1,1,Finish the sentence: Just by looking at you I'd think _____________.
1,1,What do my shoes tell you about me?
1,1,Do you think I've ever been fired from a job? If so/ what for?
1,1,What was your first impression of me?
1,1,How would you describe what you think my type is in three words?
1,1,What did you think about my first message?
1,1,Between the two of us/ who seems like the better texter? Explain.
1,1,What does my Instagram tell you about me?
1,1,Make an assumption about me
1,1,What about me intrigues you?
1,1,What do you think I'm most likely to splurge on?
1,1,As a child/ what do you think I wanted to be?
1,1,Finish the sentence: just by looking at you I'd think ...
1,1,Do you think I was popular in school? Explain.
1,1,How many speeding tickets do you think I've gotten in my life?
1,1,Do I seem like someone who would get a name tattooed on myself? Why or why not?
1,1,Do you think I fall in love easily why or why not?
1,1,What compliment do you think I hear the most?
1,1,Do you think I ever checked an Ex’s phone for evidence?
1,1,What subject do you think I thrived at in school and did I fail any?
1,1,Do I seem like a coffee or tea person - sweetened or unsweetened?
1,1,As a child what do you think I wanted to be when I grow up?
1,1,Do I seem like a morning person or a night owl?
1,1,Do you think I was popular at school? Explain.
1,1,Do you think I'm usually early on time or late to events? Explain.
1,1,Do I remind you of anyone you know?
1,1,What do you think I am most likely to splurge on?
1,1,How many speeding tickets you think I've gotten in my life?
1,1,WILDCARD: Ask and answer the next question in a different accent.
1,1,WILDCARD: Create your own question.
1,1,Am I someone you typically connect with?
1,1,Do I intimidate you? Why or why not?
1,1,What's your favorite song lyric that comes to your mind from the top of your head?
1,1,As a child/ what do you think I wanted to be?
1,1,WILDCARD: Write down your number one goal for the next month. Compare.
1,2,What's been your happiest memory this past year?
1,2,Have you changed your mind about anything recently?
1,2,What has been your earliest recollection of happiness?
1,2,What lesson took you the longest to un-learn?
1,2,Are you lying to yourself about anything?
1,2,What questions are you trying to answer most in your life right now?
1,2,When was the last time you surprised yourself?
1,2,What title would you give this chapter in your life?
1,2,What do you crave more of?
1,2,Finish the sentence: Strangers would describe me as ______ only I know that I am _______
1,2,What's the worst pain you have ever been in that wasn't physical?
1,2,Has a stranger ever changed your life?
1,2,What's your first loves name and the reason you fell in love with them?
1,2,What would your younger self not believe about your life today?
1,2,How would you describe the feeling of being in love with one word?
1,2,What are you more afraid of: failure or success and why?
1,2,What is a dream you let go of?
1,2,If you could get to know someone in your life on a deeper level who would it be and why?
1,2,What's your mom's name and what is the most beautiful thing about her?
1,2,What part of your life works?
1,2,What part of your life hurts?
1,2,How can you become a better person?
1,2,Do you think the image you have of yourself matches the image other people see you as?
1,2,Are you missing anyone right now? Do you think they miss you to?
1,2,What fast food restaurant do you think I'm most likely to drive through? What's my order?
1,2,Do you think I intimidate others? Why or why not?
1,2,When you are asked how are you/ how often do you answer truthfully?
1,2,How are you/ really?
1,2,What's the most unexplainable thing that happened to you?
1,2,What's your father's name? And tell me one thing about him.
1,2,If you could have it your way: who would you be with? Where would you be? What would you be doing?
1,2,Describe your perfect day!
1,2,What dating advice would you give your younger self?
1,2,How old do you feel emotionally?
1,2,Will I find your Ex on your Insta feed? Why or why not?
1,2,What's the most embarrassing thing that happened to you on a date?
1,2,What could you have done better in previous relationships?
1,2,Is there an image of yourself you try to project on a first date you wish you could let go of?
1,2,Finish the sentence: Dating is ____________ (both players)
1,2,What did the people who raised you teach you about love?
1,2,Describe your perfect date.
1,2,What has being single taught you about yourself?
1,2,What's your least favorite question to be asked on a date?
1,2,What do you wish you would be asked more?
1,2,What are you passionate about?
1,2,What are you not currently giving enough time to?
1,2,WILDCARD: Write down the three most important things to you in a relationship (30 sec) Compare.
1,2,WILDCARD: Write down a dating pet peeve (30 sec). Compare.
1,2,WILDCARD: Draw your current mood. Compare.
1,3,Based on what you learned about me what would you recommend I read?
1,3,What about me surprised you?
1,3,Based on what you know about me/ do you have a Netflix recommendation?
1,3,What do you think my superpower is?
1,3,What do you think our most important similarities are?
1,3,What do you think is one thing I could do that would drastically improve my life?
1,3,What would be the perfect gift for me?
1,3,How would you describe me to a stranger?
1,3,What do I need to hear right now?
1,3,Based on what you've learned about me/ does my social media portray me accurately?
1,3,What is a lesson you will take away from our conversation?
1,3,What can I help you with?
1,3,What do you think do I fear the most?
1,3,Where am I most qualified to give advice about?
1,3,What about me is the hardest for you to understand?
1,3,If we were a band what would be our name?
1,3,Admit something.
1,3,What parts of yourself do you see in me?
1,3,How does one earn your vulnerability?
1,3,Dare your partner to do something out of their comfort zone next week.
1,3,What do you recommend I should let go of?
1,3,What has this conversation taught you about yourself?
1,3,What do you think my defining characteristic is?
1,3,What question were you most afraid to answer?
1,3,Why do you think we met?
1,3,When this game is over/ what will be something you will remember about me?
1,3,What do you think my weakness is?
1,3,How do our personalities complement each other?
1,3,What do you think I should know about myself that perhaps I'm unaware of?
1,3,What would make you feel closer to me?
1,3,What do you admire most about me?
1,3,In one word/ describe how you feel right now.
1,3,Do you believe everyone has a calling? If so/ do you think I've found mine?
1,3,What do you think my defining characteristic is?
1,3,What can we create together?
1,3,What answer of mine made you light up?
1,3,What's the most attractive quality about me that isn't physical?
1,3,WILDCARD: Based on what you learned re-write each other's dating app bios. (30 sec)
1,3,Am I like you expected me to be?
1,3,What do you admire most about me?
1,3,How would you describe me to a stranger?
1,3,WILDCARD: Draw your favorite memory with me. Compare.
2,0,What’s your philosophy in life?
2,0,What’s the one thing you would like to change about yourself?
2,0,Are you religious or spiritual?
2,0,Do you consider yourself an introvert or an extrovert?
2,0,Which parent are you closer to and why?
2,0,What was the best phase in your life?
2,0,What was the worst phase in your life?
2,0,Is what you’re doing now what you always wanted to do growing up?
2,0,What makes you feel accomplished?
2,0,What’s your favorite book/ movie of all time and why did it speak to you so much?
2,0,What is a relationship deal breaker for you?
2,0,Are you more into looks or brains?
2,0,Would you ever take back someone who cheated?
2,0,How do you feel about sharing your password with your partner?
2,0,When do you think a person is ready for marriage?
2,0,What kind of parent do you think you will be?
2,0,What would you do if your parents didn’t like your partner?
2,0,Who is that one person you can talk to about just anything?
2,0,Do you usually stay friends with your exes?
2,0,Have you ever lost someone close to you?
2,0,If you are in a bad mood/ do you prefer to be left alone or have someone to cheer you up?
2,0,What’s an ideal weekend for you?
2,0,What do you think of best friends of the opposite sex?
2,0,Do you judge a book by its cover?
2,0,Are you confrontational?
2,0,When was the last time you broke someone’s heart?
2,0,Would you relocate for love?
2,0,Did you ever write a journal?
2,0,What are you most thankful for?
2,0,Do you believe in second chances?
2,0,What’s the one thing that people always misunderstand about you?
2,0,What is your idea of a perfect vacation?
2,0,What did your past relationship teach you?
2,0,What are your thoughts on online dating or tinder?
2,0,What’s on your bucket list this year?
2,0,When have you felt your biggest adrenaline rush?
2,0,What is the craziest thing you’ve ever done and would you do it again?
2,0,If a genie granted you 3 wishes right now/ what would you wish for?
2,0,What’s your biggest regret in life?
2,0,What do you think about when you’re by yourself?
2,0,Does your job make you happy?
2,0,What did you want to be when you were younger?
2,0,Why did your last relationship end?
2,0,What’s been your biggest mistake so far in life and what did you learn from it?
2,0,Where is your favorite place in the entire world to go?
2,0,What are your top five favorite movies?
2,0,What are some of your favorite songs?
2,0,What qualities do you admire about your parents?
2,0,How would you describe your best friend?
2,0,What’s your favorite hobby to do alone?
2,0,What’s something you can’t go a day without doing?
2,0,What’s the most spontaneous thing you’ve done lately?
2,0,What’s the craziest thing you’ve ever done for love?
2,0,What’s your biggest pet peeve?
2,0,Why do you think you’re still single?
2,0,What accomplishment are you most proud of?
2,0,What is one dream you have yet to accomplish?
2,0,What is your greatest fear?
2,0,What are three things you value most about a person?
2,0,Who are five people you are closest with?
2,0,What is the greatest struggle you’ve overcome?
2,0,If you could live anywhere in the world where would it be?
2,0,What’s the most exciting thing that’s happened this past year?
2,0,What’s your favorite beer?
2,0,What’s one thing that bothers you most about the world today?
2,0,Who are you closer with your mom or your dad?
2,0,If you could change one thing about yourself what would it be?
2,0,If you could change one thing about the world what would it be?
2,0,Who was your favorite teacher and why?
2,0,What sport did you fall in love with?
2,0,What is the weirdest thing about you?
2,0,What was your longest relationship?
2,0,What would your best friend say is your best quality?
2,0,Who is your favorite historical figure?
2,0,What made you choose the college you went to?
2,0,If you could tell your former self one thing right now what would it be?
2,0,What food could you not live without?
2,0,Dogs or Cats?
2,0,What’s closest you’ve ever come to being arrested?
2,0,What was your best birthday?
2,0,What’s one thing you wish you knew how to do?
